Camp ID,Name,start_date,end_date,Category,reach,budget
3294,Cisco -ITINTELQ12008 CPG,6/23/2012,7/25/2012,Technology,22.5,10156
3295,Kaseya ITCampaign CPG,6/24/2012,,Business/Finance,100,16791
3296,IBM ITbudget CPG,6/24/2012,,Technology,25.8,113
3297,Kaseya IT61708 CPG,6/24/2012,,Business/Finance,100,17440
3298,Samsung IT040411 CPG,6/24/2012,,Technology,100,30130
3299,akamai063011 IT2012 CPG,6/24/2012,7/24/2012,Technology,26.7,229
3300,July ITAULeads41808 CPG,6/25/2012,,Technology,90.8,428
3301,Wheelhouse It30209 CPG,6/25/2012,,Technology,88.8,15406
3302,Silverpop IT040411 CPG,6/25/2012,,Marketing,98.2,865
3303,Oracle -it CPG,6/25/2012,,Local Government,47.4,1421
3304,Linoma KnowledgeJan13-March13 CPG,6/25/2012,7/25/2012,Technology,42.6,4493
3305,Avocent ITwhitepapers12 CPG,6/25/2012,7/25/2012,Technology,11.9,547
3306,Finance ITLeads70308 CPG,6/25/2012,8/20/2012,Technology,5.7,907
3307,Cactus ITwhitepapers11-Jan12 CPG,6/25/2012,8/25/2012,Marketing,32.7,416
3308,Verio Leads CPG,6/25/2012,9/24/2012,Technology,43.7,1348
3309,Neustar ITwhitepapers11 CPG,6/25/2012,9/24/2012,Marketing,32,6696
3310,Lyris IT122208 CPG,6/25/2012,9/24/2012,Marketing,19.4,775
3311,Cross ITSM CPG,6/25/2012,10/9/2012,Technology,22.1,1333
3312,GX Leads CPG,6/25/2012,12/25/2012,Marketing,11,27239
3313,GyroHSR Leads CPG,6/25/2012,12/25/2012,Human Resources,2.2,535
3314,Adaptive IT040411 CPG,6/25/2012,12/25/2012,Business/Finance,40.4,3769
3315,Brightcove IT CPG,6/25/2012,12/25/2012,Technology,59.1,5716
3316,Neustar IT CPG,6/25/2012,1/25/2013,Marketing,32.2,12550
3317,Bazaarvoice PCI71610 CPG,6/25/2012,5/25/2013,Marketing,15,34851
3318,Bazaarvoice PCI CPG,6/25/2012,5/25/2013,Marketing,15,19017
3319,Qualys_Q4_12 Leads CPG,6/25/2012,1/26/2014,Technology,58.5,381
3320,Ultimate ITWP CPG,6/25/2012,2/23/2014,Human Resources,11.2,15329
3321,Cloud IT CPG,6/28/2012,,Technology,100,922
3322,Alcatel IT CPG,6/28/2012,,Marketing,14.9,5234
3323,Cloud IT CPG,6/28/2012,,Technology,100,382
3324,Citrix IT CPG,6/28/2012,12/9/2012,Technology,27.9,3751
3325,Riverbed IT CPG,6/29/2012,,Technology,23.4,4362.5
3326,MB IT CPG,6/29/2012,8/9/2012,Marketing,31.6,1562
3327,Bloomberg ITOunceLabs72010 CPG,6/29/2012,8/25/2012,Business/Finance,100,20394
3328,BMC IT CPG,6/29/2012,9/24/2012,Technology,26.6,320
3329,BMCRemedyForce IT CPG,6/29/2012,10/24/2012,Technology,21.7,17085
3330,Bloomberg-Gov IT CPG,6/29/2012,12/10/2012,Government,100,734
3331,GoToAssist IT CPG,6/29/2012,12/25/2012,Technology,17.7,15644
3332,GoToMeeting IT CPG,6/29/2012,12/25/2012,Marketing,13.4,10770
3333,WAN ITOunceLabs60910 CPG,6/30/2012,9/9/2012,Technology,16,410
3334,BSCI ITNewsLeads71408 CPG,6/30/2012,9/17/2012,Technology,16.3,999
3335,IBM IT CPG,6/30/2012,9/24/2012,Technology,44.6,12184
3336,Citrix May CPG,6/30/2012,12/25/2012,Technology,23.7,26019
3337,Symantec IT CPG,7/1/2012,,Technology,100,5882
3338,Intel IT CPG,7/1/2012,,Technology,100,1689
3339,CRN IT CPG,7/1/2012,,Technology,100,3096
3340,Blue IT CPG,7/1/2012,,Technology,18,286
3341,Logitech IT CPG,7/1/2012,,Technology,100,192
3342,Kaon IT CPG,7/1/2012,9/24/2012,Marketing,1.4,488
3343,NetIQ IT CPG,7/1/2012,1/9/2013,Technology,27.8,455
3344,BigHandLtd IT CPG,7/2/2012,,Healthcare UK,16.4,2041
3345,ORQ3WebMonitoring7811 istestcampaign CPG,7/2/2012,8/25/2012,Technology,56.8,462
3346,Qualys-Q3-LeadGen IsMarketing?YourHow-ToGuide CPG,7/3/2012,10/5/2012,Technology,70.9,5583
3347,Mocana-Sponsorship11-12 Isilon CPG,7/5/2012,,Technology,100,274
3348,SAPVendor071111 isDriveMarketImportant CPG,7/5/2012,,Technology,24.8,595
3349,HP Ireland CPG,7/5/2012,,Business/Finance,100,477
3350,testing iQ CPG,7/5/2012,,Business/Finance,8.7,525.01
3351,Custom IPv6 CPG,7/5/2012,,Technology,100,2712
3352,Aberdeen Iron CPG,7/5/2012,9/24/2012,Technology,36.1,592
3353,CAUK IT CPG,7/5/2012,10/25/2012,Technology,20.2,726
3354,Qualys-Q311-LeadGen ISM&SQ42011 CPG,7/5/2012,3/10/2013,Technology,64,5586
3355,Epicor IPS CPG,7/6/2012,,Business/Finance,100,308
3356,Customer IPReady CPG,7/6/2012,,Human Resources,22.9,4080
3357,OLD IPG2 CPG,7/6/2012,,Technology,100,3541
3358,Lee Leads CPG,7/6/2012,8/12/2012,Technology,100,696
3359,CDC IPG CPG,7/6/2012,8/25/2012,Retail/e-commerce,25.2,413
3360,Xigo IPAM CPG,7/6/2012,8/25/2012,Technology,46.3,984
3361,Quest IPG CPG,7/6/2012,9/22/2012,Technology,51.5,178
3362,VirtelaQ3071211 iPad CPG,7/6/2012,9/24/2012,Technology,12.2,7081
3363,CloudSmartNonCAIT071311 IO-SalesReady CPG,7/6/2012,1/25/2013,Technology,29.1,12284
3364,IBM iOS@Word CPG,7/7/2012,,Healthcare UK,9.6,3097
3365,GFI IO#HPIntelBlades CPG,7/7/2012,,Technology,63.9,593
3366,July-August IO#33325_test CPG,7/7/2012,,Human Resources,100,442
3367,AVG IO#NetApp CPG,7/7/2012,8/7/2012,Technology,100,1734
3368,VeriSign IO#10327_33325_email CPG,7/7/2012,9/9/2012,Technology,98.6,4209
3369,UNIT4 IO#10327_33325 CPG,7/7/2012,1/25/2013,Business/Finance,43.7,998
3370,UNIT4 IO#10321_33301 CPG,7/7/2012,1/25/2013,Business/Finance,3.4,1082
3371,Quest IO#10321_3330_email CPG,7/8/2012,,Technology,19.7,11033
3372,Verio Invoice CPG,7/8/2012,,Technology,100,10772
3373,Motion International71709 CPG,7/9/2012,,Construction,76.1,1594
3374,Box International&Investing CPG,7/9/2012,,Business/Finance,100,194
3375,lumensiongovt071511 Int'l CPG,7/9/2012,7/25/2012,Government,23,229
3376,lumensiontechgovt071511 Internet CPG,7/9/2012,7/25/2012,Government,100,78
3377,lumensiontechgovt071511 InternationalLtd CPG,7/9/2012,7/25/2012,Government,100,137
3378,American Investments CPG,7/9/2012,9/24/2012,Business/Finance,98.5,4526
3379,InternapQ42011 InvestmentsaQualifiedRetirementPlan CPG,7/9/2012,12/25/2012,Technology,28.2,36167
3380,MessageMaker InternalNA CPG,7/12/2012,,Marketing,2.5,3549
3381,8x8cs071811 Internal70611 CPG,7/12/2012,7/25/2012,Technology,26.3,464
3382,GX International CPG,7/12/2012,9/24/2012,Marketing,2.8,841
3383,YouSendIt Interactive CPG,7/12/2012,11/14/2012,Technology,48.7,922
3384,YouSendIt interactive CPG,7/12/2012,6/7/2013,Marketing,39.9,16588
3385,SC interactive CPG,7/13/2012,,Technology,19.2,588
3386,OLD Interactive CPG,7/13/2012,9/13/2012,Business/Finance,44,3597
3387,Q4 Leads CPG,7/13/2012,12/25/2012,Business/Finance,23.2,7877
3388,IBM_Non-CA_Express January CPG,7/13/2012,1/25/2013,Technology,37.2,14201
3389,Q3 Outreach CPG,7/14/2012,,Technology,59,498
3390,Q3 KingpinasaService CPG,7/14/2012,,Technology,59,513
3391,East Interactive CPG,7/14/2012,,Marketing,100,1019
3392,Xigo ITwhitepapers12 CPG,7/14/2012,7/25/2012,Technology,46.4,265
3393,IBM Labs61608 CPG,7/14/2012,9/24/2012,Technology,1.7,851
3394,Infor -Lotus41079 CPG,7/14/2012,10/25/2012,Marketing,2.1,5252
3395,Webroot Interactive CPG,7/14/2012,10/25/2012,Technology,24.7,13675
3396,Infor LucentTouchROW CPG,7/14/2012,11/24/2012,Technology,14.3,4232
3397,Watchguard_Q3 Leads CPG,7/14/2012,12/25/2012,Technology,36.7,17270
3398,Aprimo Intent CPG,7/15/2012,,Marketing,49.4,126
3399,Vantage IntelWebinar91710 CPG,7/15/2012,,Technology,59.6,240
3400,iPass IntelRainbowLogo CPG,7/15/2012,7/23/2012,Business/Finance,1.2,5745
3401,Actiance IntelProtection CPG,7/15/2012,8/25/2012,Technology,69.5,587
3402,hpmanufacturing072111 Intelligence2013 CPG,7/15/2012,8/25/2012,Manufacturing,53.2,1018
3403,hpgovernment072111 Intelligence CPG,7/15/2012,8/25/2012,Government,100,1042
3404,RedHatGovCloud IntelligenceWebinar CPG,7/15/2012,9/9/2012,Government,39.1,885
3405,IBM June CPG,7/15/2012,9/24/2012,Marketing,1.9,453
3406,DigitalPersona Intelligence CPG,7/15/2012,9/24/2012,Technology,26.5,6079
3407,Realtime IntelRiskMitigationDossier CPG,7/15/2012,12/25/2012,Marketing,2.6,216
3408, Intelligence CPG,7/16/2012,,Marketing,98,779
3409,Verisign Intelligence CPG,7/16/2012,,Technology,100,135
3410,Infor Intelligence CPG,7/16/2012,2/23/2013,Technology,3.1,12638
3411,Bit9 Intelligence CPG,7/19/2012,,Technology,32.8,504
3412,test Intelligence CPG,7/19/2012,,Business/Finance,100,75
3413,Bit9 Intelligence CPG,7/19/2012,9/24/2012,Technology,44.2,483
3414,ScriptLogic IntelConvergedStorage CPG,7/20/2012,,Technology,37.9,563
3415,Gates IntelCI CPG,7/20/2012,10/26/2012,Technology,12,196
3416,WesternUnionBusSolutionQ1 Intelligence CPG,7/20/2012,3/26/2013,Business/Finance,23.1,12146
3417,Sysco Intel CPG,7/21/2012,8/25/2012,Technology,22.4,20281
3418,Delphix IntelBOM/TH-Storage-Q12012 CPG,7/21/2012,9/24/2012,Technology,35.2,36
3419,Fortinet IntelBOM/THSMB-Storage-Q12012 CPG,7/21/2012,9/24/2012,Technology,26.3,297
3420,OLD Intel2013 CPG,7/21/2012,9/24/2012,Technology,100,4531
3421,Symantec.cloud Intel CPG,7/21/2012,3/11/2014,Business/Finance,12,8506
3422,MP4 Intel CPG,7/22/2012,,Technology,100,592
3423,Nexsan Intel CPG,7/22/2012,9/24/2012,Technology,98.6,4843
3424,Vanguard Intel CPG,7/23/2012,,Healthcare UK,9.6,2993
3425,TeleSign Integrated CPG,7/23/2012,,Technology,57,116
3426,CorreLog Instruments CPG,7/23/2012,,Technology,100,75
3427,Citrix Intel CPG,7/23/2012,8/17/2012,Marketing,18.9,659
3428,Citrix IntegratedManagement83110 CPG,7/23/2012,9/24/2012,Technology,26.5,14567
3429,IBM IntegratedLimited CPG,7/23/2012,3/26/2013,Retail/e-commerce,18.7,10342
3430,Test Institute CPG,7/25/2012,,Technology,100,837
3431,ActiveState Intel81510 CPG,7/26/2012,,Technology,26.2,527
3432,Perimeter Inquiry50911 CPG,7/26/2012,,Technology,45.4,262
3433,riverbedfed080111 InsideMindof CPG,7/26/2012,8/25/2012,Government,100,693
3434,Osterman InQ4-12Business CPG,7/26/2012,8/25/2012,Technology,57.8,427
3435,Finance InsiderSpotlight CPG,7/26/2012,9/24/2012,Business/Finance,6.8,8286
3436,Datapipe InQ4-12Marketing CPG,7/26/2012,9/24/2012,Technology,19.8,892
3437,TrendMicro isNextSearch CPG,7/26/2012,10/25/2012,Technology,27.8,1082.5
3438,TrendMicroIT isNextSearch CPG,7/26/2012,10/25/2012,Technology,34.6,5558
3439,Quest Intelligence CPG,7/26/2012,11/9/2012,Technology,59,5674
3440,UK Intel CPG,7/26/2012,12/25/2012,Technology,37,56
3441,Germany Intel CPG,7/26/2012,12/25/2012,Technology,36.6,947
3442,TriZetto in-Q4'12 CPG,7/26/2012,2/23/2013,Healthcare UK,0.6,9103
3443, InLeads92608 CPG,7/27/2012,,Marketing,98.4,284
3444, inLandingPage_Q4_12 CPG,7/27/2012,,Marketing,14.5,778
3445,StorageCraft InfraStruxtureNWWITWHQ12013 CPG,7/27/2012,,Technology,100,7604
3446,AvePoint InQ412 CPG,7/27/2012,8/25/2012,Technology,69.6,598
3447,MicroFocus InfraStruXure CPG,7/27/2012,10/29/2012,Technology,12.8,1753
3448,DataFlux In-HouseNewMediaEngagementSurvey CPG,7/27/2012,11/24/2012,Technology,37.4,374
3449,Retired InfrastructureApril11 CPG,7/28/2012,,Local Government,68.4,2692
3450, InfoSphere CPG,7/28/2012,,Technology,100,776
3451,Thawte InfoWorldITwhitepaperscontentsyndicationDec12 CPG,7/28/2012,9/9/2012,Technology,98.6,317
3452,verisign080311 Infrastructure_Q1_13 CPG,7/28/2012,9/24/2012,Technology,82.3,11071
3453,verisignhealth080311 Informix CPG,7/28/2012,9/24/2012,Technology,82.5,3303
3454,Entrust Infographic CPG,7/28/2012,9/24/2012,Technology,21.8,12405
3455,CentralDesktop Info CPG,7/28/2012,2/23/2013,Technology,14.8,9973
3456,Wheelhouse inEnterprise-ASecurityPerspective CPG,7/29/2012,,Technology,72.9,1833
3457,Wheelhouse Industry62811 CPG,7/29/2012,,Technology,72.9,1082
3458,Focus.com Industry CPG,7/29/2012,,Technology,32.4,1014
3459,Kaseya India CPG,7/29/2012,8/24/2012,Business/Finance,100,17471
3460,New independent.succeed. CPG,7/30/2012,,Local Government,44.4,715
3461,Faronics IncLeads52109 CPG,7/30/2012,,Technology,100,3825
3462,GeoTrust Incisve CPG,7/30/2012,,Technology,100,448
3463,vocalocity080511 IncScience CPG,7/30/2012,9/24/2012,Technology,62.6,174
3464,Marketwire+Sysomos inCulture CPG,7/30/2012,11/9/2012,Marketing,11.8,7029
3465,testingtesting IncentivesPaper CPG,8/1/2012,,Technology,100,331
3466,fgdfgdfg Inc51909 CPG,8/1/2012,,Healthcare UK,75.2,191
3467, Inc.-SCMag22108 CPG,8/1/2012,,Technology,100,527
3468,test Inc. CPG,8/1/2012,,Construction,100,766
3469,test Inc. CPG,8/1/2012,,Technology,70.6,419
3470,Testing Inc. CPG,8/1/2012,,Technology,100,507
3471,dsfdsf Inc. CPG,8/1/2012,,Technology,70.5,614
3472,dsfsfsdfsdf Inc. CPG,8/1/2012,,Technology,100,61
3473,Focus.com Inc CPG,8/2/2012,,Technology,13.6,660
3474,test Inc CPG,8/2/2012,,Business/Finance,100,863
3475,asdfas Inc CPG,8/2/2012,,Marketing,100,836
3476,Dell ImagingPrintingGroup CPG,8/2/2012,,Technology,9.8,10743
3477,Dell ImageRunner CPG,8/2/2012,,Technology,10.9,2077
3478,Sanyo IM61708 CPG,8/2/2012,,Technology,100,148
3479,Doyenz IM50708 CPG,8/2/2012,,Technology,100,985
3480,Bretford IM21208 CPG,8/2/2012,,Technology,100,1014
3481,Dell IM CPG,8/2/2012,,Technology,70.1,13255
3482,Everything ILOGLeads71409 CPG,8/2/2012,,Technology,100,1731
3483,Everything ILOG CPG,8/2/2012,,Technology,100,4786
3484,Kodak IIG CPG,8/2/2012,,Technology,100,4510
3485,Entrust-Q3-LeadGen II CPG,8/2/2012,,Technology,19.6,620
3486,testing II CPG,8/2/2012,,Technology,76.9,723
3487,AVG IGEE CPG,8/2/2012,,Technology,100,685
3488,Adobe ImageQ2 CPG,8/2/2012,8/25/2012,Technology,21.5,686
3489,Express Inc. CPG,8/2/2012,9/2/2012,Technology,0.1,674
3490,Test Inc CPG,8/2/2012,9/14/2012,Local Government,100,127
3491,IBM Inc. CPG,8/2/2012,9/24/2012,Marketing,52,677
3492,Kaon Inc CPG,8/2/2012,9/24/2012,Manufacturing,1.3,1029
3493,IBM INC CPG,8/2/2012,9/24/2012,Business/Finance,1.6,870
3494,IBM Inc CPG,8/2/2012,9/24/2012,Technology,4.9,484
3495,Aternity Inc CPG,8/2/2012,9/24/2012,Technology,12.8,158
3496,Outsourcing IFWWPMay-Jun12 CPG,8/3/2012,,Technology,100,563
3497,test IFWInfoDropOct-Dec2012 CPG,8/3/2012,,Technology,100,1043
3498,American IFW/ITWPsPaperAugust-Sept11 CPG,8/3/2012,,Technology,77.7,2879
3499,The IFW/ITWPs11 CPG,8/3/2012,,Technology,100,172
3500,testingnewcateogires Ifficient CPG,8/3/2012,,Marketing,100,936
3501,Testing IDMLeads60409 CPG,8/3/2012,,Technology,49.2,3696
3502,BusinessFinance IDM21809 CPG,8/3/2012,,Business/Finance,100,5852
3503,Marketing IDGTechLeadGen CPG,8/3/2012,,Marketing,100,972
3504,Tech IDGTech81909 CPG,8/3/2012,,Technology,100,570
3505,Tech IDGNetwork82409 CPG,8/3/2012,,Technology,100,887
3506,Focus.com IDGNetwork82409 CPG,8/3/2012,,Technology,53.9,793
3507,dfssf IDGNetwork82409 CPG,8/3/2012,,Technology,100,233
3508,dsfdsfds IDGTech CPG,8/3/2012,8/5/2012,Government,100,972
3509,test IFRSD-DayforFundManagers CPG,8/3/2012,8/11/2012,Healthcare UK,100,764
3510,IBMTester IFWITWPWhitepaperJune-August12 CPG,8/3/2012,8/31/2012,Technology,70.4,772
3511,OCG IFWITWPWhitepaperMarch2012 CPG,8/3/2012,9/14/2012,Marketing,100,651
3512,Lifesize IFW/ITHJan-Mar'13 CPG,8/3/2012,9/24/2012,Business/Finance,8.3,916
3513,APC IDGNetwork82409 CPG,8/3/2012,9/24/2012,Technology,70.7,236
3514,Workflow IDGNetwork82409 CPG,8/4/2012,,Marketing,100,178
3515,test IDGLeads30309 CPG,8/4/2012,,Healthcare UK,100,100
3516,SugarCRM IDG43009 CPG,8/4/2012,,Technology,100,543
3517,Marketing IDG12910 CPG,8/4/2012,,Marketing,100,152
3518,ftest IDG(UK)Leads70209 CPG,8/4/2012,,Technology,51,796
3519,YouSendIt IDG33109 CPG,8/4/2012,8/25/2012,Technology,70.2,29
3520,ML IDG30409 CPG,8/4/2012,9/23/2012,Marketing,74.6,850
3521,Dell IDG31110 CPG,8/4/2012,10/8/2012,Construction,57.3,594
3522,Quantum IDG12910 CPG,8/4/2012,10/25/2012,Technology,33,2768
3523,Trillium IDG12910 CPG,8/4/2012,12/25/2012,Marketing,6.2,495
3524,IFS IDG102008 CPG,8/4/2012,12/26/2013,Technology,6.7,964
3525,sdf IDG CPG,8/5/2012,,Construction,100,791
3526,sdf IDG CPG,8/5/2012,,Construction,100,59
3527,testy IDG CPG,8/5/2012,,Business/Finance,100,547
3528, IdentityReport CPG,8/5/2012,,Human Resources,100,213
3529,Ella IdentityPanIDGEWPOct-Dec2012 CPG,8/5/2012,,Marketing,100,848
3530,SC IdentityIDGEWPAug-Oct'12 CPG,8/5/2012,,Technology,53.9,4437
3531,WhatsUp Identity81709 CPG,8/5/2012,,Marketing,100,118
3532,etest Identity CPG,8/5/2012,,Human Resources,100,575
3533,Tent Identity CPG,8/5/2012,,Marketing,100,178
3534,"Kofax, IdeasyourSocialMediaPlan CPG",8/5/2012,,Technology,70.6,2491
3535,Quantum IBMPeople20310 CPG,8/5/2012,,Technology,39.8,866
3536,TEST IBMPAE?Marketing CPG,8/5/2012,,Marketing,50.9,3038
3537,OT IBMIndustry-Source-HealthDataManagement CPG,8/5/2012,,Marketing,36.5,3693
3538,test IBMDataCentre CPG,8/5/2012,,Construction,100,271
3539,newcmp IBMCognosFin.Analytics CPG,8/5/2012,,Marketing,0.7,619
3540,Kaseya Identity50509 CPG,8/5/2012,8/19/2012,Technology,100,924
3541,TEST ID CPG,8/5/2012,9/5/2012,Technology,44.2,5417
3542,Juniper-DCK Management CPG,8/5/2012,9/24/2012,Technology,31.8,6333
3543,nCircle IDC CPG,8/5/2012,9/24/2012,Technology,56.9,137
3544,Express IDG CPG,8/5/2012,10/3/2012,Retail/e-commerce,100,370
3545,IFS IdentityIDGProperties CPG,8/5/2012,10/25/2012,Manufacturing,100,484
3546,HP Identity CPG,8/5/2012,10/25/2012,Technology,27.3,8973
3547,Nuance IBMPAE-IT CPG,8/5/2012,3/26/2013,Healthcare UK,13.5,6548
3548,IFS IdeeliandSocialConsumerAppKaptureReleased CPG,8/5/2012,9/2/2013,Construction,20.4,538
3549,IFS Identity CPG,8/5/2012,12/26/2013,Manufacturing,4.3,400
3550,test IBMAnalytics CPG,8/6/2012,,Manufacturing,100,94
3551,test IB80408 CPG,8/6/2012,,Construction,100,850
3552,NOne IB80408 CPG,8/6/2012,,Technology,100,990
3553,Scality IB80108 CPG,8/6/2012,,Technology,77.9,495
3554,test IBM CPG,8/6/2012,9/7/2012,Marketing,48.3,1050
3555,express IBM CPG,8/6/2012,9/24/2012,Healthcare UK,0.2,1012
3556,Gates IBM CPG,8/6/2012,10/26/2012,Manufacturing,2.6,746
3557,Gates IB90108 CPG,8/6/2012,10/26/2012,Construction,100,34
3558,Gates IB81508 CPG,8/6/2012,10/26/2012,Manufacturing,2.8,499
3559,test IB80108 CPG,8/7/2012,,Business/Finance,100,568
3560,Sue's IB71808 CPG,8/8/2012,,Government,100,722
3561,test IB63008 CPG,8/9/2012,,Business/Finance,100,945
3562,Pharma-1 IB100108 CPG,8/9/2012,,Healthcare UK,100,755
3563,Q3 Interactive CPG,8/9/2012,10/25/2012,Technology,15.5,857
3564,ScienceSoft IAM CPG,8/10/2012,,Technology,100,978
3565,FuseSource IAM CPG,8/10/2012,,Technology,77.9,422
3566,APC HyperLeads10809 CPG,8/10/2012,,Technology,77.9,818
3567,nCircle HybridWPPANIDGJan-Mar11 CPG,8/10/2012,,Technology,57.7,506
3568,Launch Hyper82410 CPG,8/10/2012,8/25/2012,Technology,82.4,3140
3569,Osterman HSJGen(New) CPG,8/10/2012,8/25/2012,Technology,56.4,908
3570,TDi1 Hygiene CPG,8/10/2012,9/9/2012,Technology,40.6,836
3571,test HSJGen CPG,8/11/2012,,Construction,100,726
3572,tet HSJ50Lead@?75March2012 CPG,8/11/2012,,Construction,100,672
3573,test HSJ46Leads@?75 CPG,8/11/2012,,Construction,100,638
3574,test HSJ25leads?75CPL CPG,8/11/2012,,Business/Finance,100,679
3575,qwe HSJ1215Leads CPG,8/11/2012,,Business/Finance,100,345
3576,this HSJ10Leads CPG,8/11/2012,,Government,100,310
3577,this HSE CPG,8/11/2012,,Government,100,375
3578,new HRTest CPG,8/11/2012,,Technology,70.5,396
3579,Q4 HRMS2013 CPG,8/11/2012,,Technology,70.7,766
3580,StoryDesk HRMS CPG,8/11/2012,,Marketing,50.8,411
3581,Test HR21511 CPG,8/11/2012,,Healthcare UK,100,472
3582,Campaign HR13 CPG,8/11/2012,,Technology,100,298
3583,test HR040411 CPG,8/11/2012,,Healthcare UK,100,458
3584,Mock HR CPG,8/11/2012,,Business/Finance,100,76
3585,APC HR CPG,8/11/2012,,Technology,100,386
3586,Aberdeen Iron CPG,8/11/2012,9/9/2012,Business/Finance,21.3,799
3587,2011 HR2012 CPG,8/11/2012,1/9/2013,Technology,23.3,963
3588,2011 HR CPG,8/11/2012,1/9/2013,Technology,15,405
3589,2011 HR CPG,8/11/2012,1/9/2013,Technology,13.8,14080
3590,HP HR CPG,8/11/2012,3/11/2014,Technology,41.6,424
3591,Wheelhouse HR CPG,8/12/2012,,Technology,57.3,3613
3592,CBLG HR CPG,8/12/2012,,Technology,100,584
3593,Huawei HR CPG,8/12/2012,,Technology,100,5914
3594,CDW HR CPG,8/12/2012,,Technology,12.3,24055
3595,vinnys IDM60309 CPG,8/12/2012,9/9/2012,Technology,42.9,226
3596,Tip IDG12910 CPG,8/13/2012,,Marketing,57.4,605
3597,New HR CPG,8/13/2012,,Human Resources,100,402
3598,sample hr CPG,8/13/2012,,Technology,70.6,233
3599,test HR CPG,8/13/2012,,Technology,100,468
3600,Facebook HR CPG,8/13/2012,,Marketing,14.3,180
3601,Citrix HR CPG,8/13/2012,9/24/2012,Technology,18.8,864
3602,test HR CPG,8/13/2012,10/5/2012,Marketing,59.9,966
3603,Verint HR CPG,8/13/2012,10/29/2012,Technology,38.1,3170
3604,Verint HR CPG,8/13/2012,11/4/2012,Marketing,19.9,1274
3605,Verint HR CPG,8/14/2012,11/4/2012,Technology,36.1,1222
3606,FF HQL CPG,8/16/2012,,Marketing,49.8,411
3607,sdsdf HPGen8LeadGen_Jeter500+ CPG,8/16/2012,,Marketing,76.5,805
3608,nothing HPDedupe CPG,8/16/2012,,Technology,100,628
3609,hpgo072111 HPGen8LeadGen_Jeter250+ CPG,8/16/2012,8/25/2012,Technology,100,951
3610,Wheelhouse HPDataDedup CPG,8/17/2012,,Technology,57,2633
3611,Citrix HP2013 CPG,8/17/2012,,Technology,35.2,390
3612,TestCampaign HP CPG,8/17/2012,,Technology,100,69
3613,test HP CPG,8/17/2012,,Technology,100,1057
3614,Nlyte HP CPG,8/17/2012,,Technology,48.9,1383
3615,lkl;kj;kl hp CPG,8/17/2012,,Government,100,977
3616, House CPG,8/17/2012,,Local Government,66.7,194
3617,asdfasdf HP CPG,8/17/2012,9/7/2012,Technology,100,806
3618,RedHatGov HPCloud CPG,8/17/2012,9/9/2012,Technology,2.6,379
3619,Nlyte HP CPG,8/17/2012,9/14/2012,Technology,43.6,5563
3620,test HPCloudSystemClark CPG,8/17/2012,9/15/2012,Technology,100,288
3621,MB House CPG,8/17/2012,9/24/2012,Technology,14.9,10950
3622,VociaQ32011 hosppriv CPG,8/17/2012,12/25/2012,Healthcare UK,1,314
3623,ServiceNow HostingLeads61809 CPG,8/17/2012,3/9/2013,Technology,16.8,15840
3624,nCircle_8/2011 Horse CPG,8/18/2012,,Technology,65.3,10121
3625,Mobility Horse CPG,8/18/2012,,Technology,100,7068
3626,Vocia Hold CPG,8/18/2012,12/25/2012,Healthcare UK,10.5,4728
3627,Avocent Hill CPG,8/18/2012,3/25/2013,Technology,24.8,526
3628,SC High CPG,8/19/2012,,Technology,29.1,487
3629,Test HiDef CPG,8/19/2012,,Technology,70.2,1031
3630,CDW HiDef CPG,8/19/2012,,Technology,70.6,239
3631,VMware Hearst CPG,8/19/2012,,Technology,30.7,757
3632,Finance HelpsNetworkRefresh? CPG,8/19/2012,9/24/2012,Business/Finance,21.8,2887
3633,Thawte Hearst CPG,8/19/2012,10/25/2012,Technology,72.1,533
3634,LifeSize HealthMiles CPG,8/19/2012,11/16/2012,Government,45.2,14949
3635,Citrix HighLeadGen CPG,8/19/2012,11/25/2013,Technology,26,7499
3636,test Healthcare-HSJ-15/03/2011-RoopKalair CPG,8/20/2012,,Technology,100,733
3637,Active Health-Mar50Leads?75CPL CPG,8/20/2012,11/24/2012,Technology,42.7,7830
3638,Aternity Healthcare-HSJ-AngusHutchinson-29/07/2011- CPG,8/20/2012,12/25/2012,Technology,14.7,958
3639,Business Healthcare50LeadsDirectors&SeniorDirectors CPG,8/21/2012,,Technology,100,311
3640,riverbed080111 HealthFinanceWP CPG,8/21/2012,8/25/2012,Technology,70.2,641
3641,Anti-Aging Healthcare13 CPG,8/23/2012,,Retail/e-commerce,100,232
3642,test Healthcare/MedicalOct2011 CPG,8/23/2012,,Technology,100,210
3643,test Healthcare/MedicalDecember2011 CPG,8/23/2012,,Construction,100,1036
3644,Nlyte Healthcare/Finance CPG,8/23/2012,,Technology,100,736
3645,HP --Healthcare CPG,8/23/2012,,Technology,70.6,943
3646,Limekwat Healthcare CPG,8/23/2012,,Marketing,100,227
3647,Customer Healthcare CPG,8/23/2012,,Technology,100,515
3648,Eaton HP CPG,8/23/2012,12/25/2012,Technology,72.4,245
3649,jhgdfjsdhf Healthcare CPG,8/24/2012,,Technology,32.1,109
3650,rrweasrawr Healthcare CPG,8/24/2012,,Healthcare UK,70.4,67
3651,Eaton Healthcare CPG,8/24/2012,,Technology,100,508
3652,Eaton Healthcare CPG,8/24/2012,,Technology,100,248
3653,Eaton Healthcare CPG,8/24/2012,,Technology,100,199
