Cust_id,Network complaints,Data pack complaints,bill complaints,SMS_pack_Complaints,Other Complaints
10252312416,No,Yes,No,No,No
10252312510,No,No,No,No,Yes
10252312545,No,No,No,Yes,No
10252313374,Yes,No,No,No,No
10252313790,No,No,Yes,No,No
10252345456,No,Yes,No,No,No
10252346511,No,Yes,No,No,No
10252347910,No,Yes,No,No,No
10252351168,No,Yes,No,No,No
10252351240,No,No,Yes,No,No
10252351400,No,Yes,No,No,No
10252358427,No,No,Yes,No,No
10252360938,No,No,Yes,No,No
10252364598,No,No,Yes,No,No
10252366302,No,No,No,No,Yes
10252367725,No,No,Yes,No,No
10252367847,No,No,No,No,Yes
10252368100,No,Yes,No,No,No
10252368130,No,Yes,No,No,No
10252368882,No,No,No,No,Yes
10252369738,No,No,Yes,No,No
10252369817,No,No,Yes,No,No
10252369849,No,No,Yes,No,No
10252370959,No,No,Yes,No,No
10252371173,No,No,No,Yes,No
10252373158,No,No,No,Yes,No
10252373518,Yes,No,No,No,No
10252373603,No,No,No,No,Yes
10252373610,No,No,Yes,No,No
10252373611,No,Yes,No,No,No
10252373618,Yes,No,No,No,No
10252373622,No,Yes,No,No,No
10252373625,No,Yes,No,No,No
10252373845,No,Yes,No,No,No
10252373904,No,No,Yes,No,No
10252373910,No,No,No,Yes,No
10252373911,No,Yes,No,No,No
10252373920,No,No,No,No,Yes
10252373926,No,No,Yes,No,No
10252373995,Yes,No,No,No,No
10252374534,No,No,Yes,No,No
10252374536,No,Yes,No,No,No
10252374845,No,No,Yes,No,No
10252374849,No,No,Yes,No,No
10252375043,No,No,Yes,No,No
10252375709,No,No,No,No,Yes
10252376597,No,No,No,No,Yes
10252378453,No,No,No,No,Yes
10252378631,No,No,Yes,No,No
10252379268,No,Yes,No,No,No
10252381090,No,No,Yes,No,No
10252382140,Yes,No,No,No,No
10252382435,No,No,Yes,No,No
10252382486,Yes,No,No,No,No
10252383078,No,Yes,No,No,No
10252383090,No,No,No,Yes,No
10252407841,No,Yes,No,No,No
10252415425,No,Yes,No,No,No
10252419452,No,Yes,No,No,No
10252422404,No,Yes,No,No,No
10252423557,Yes,No,No,No,No
10252423558,No,Yes,No,No,No
10252425892,No,Yes,No,No,No
10252426421,No,No,Yes,No,No
10252429100,No,Yes,No,No,No
10252429665,No,No,No,Yes,No
10252429772,No,Yes,No,No,No
10252429867,No,No,Yes,No,No
10252429884,No,No,No,Yes,No
10252432837,Yes,No,No,No,No
10252437786,No,No,No,Yes,No
10252441608,Yes,No,No,No,No
10252442181,No,No,No,No,Yes
10252442459,No,No,No,No,Yes
10252444549,Yes,No,No,No,No
10252449290,No,No,No,Yes,No
10252449629,No,No,No,No,Yes
10252449684,No,No,Yes,No,No
10252451238,No,No,No,No,Yes
10252451504,Yes,No,No,No,No
10252452506,No,No,Yes,No,No
10252452916,No,No,Yes,No,No
10252453554,Yes,No,No,No,No
10252453910,No,No,Yes,No,No
10252453916,No,No,No,No,Yes
10252453919,No,Yes,No,No,No
10252454241,Yes,No,No,No,No
10252454552,Yes,No,No,No,No
10252455297,Yes,No,No,No,No
10252455640,No,Yes,No,No,No
10252455848,No,No,Yes,No,No
10252456115,No,No,No,No,Yes
10252456260,No,No,No,Yes,No
10252456273,No,No,No,Yes,No
10252456464,No,No,No,No,Yes
10252456840,Yes,No,No,No,No
10252456841,No,No,No,No,Yes
10252458111,No,No,No,No,Yes
10252458596,No,No,Yes,No,No
10252459348,No,No,No,Yes,No
10252459579,Yes,No,No,No,No
10252460431,No,No,No,No,Yes
10252460740,No,Yes,No,No,No
10252461176,Yes,No,No,No,No
10252461381,No,Yes,No,No,No
10252461619,No,No,No,Yes,No
10252461694,No,No,No,No,Yes
10252461720,No,No,No,No,Yes
10252461975,No,No,Yes,No,No
10252462600,Yes,No,No,No,No
10252462617,Yes,No,No,No,No
10252462642,No,No,Yes,No,No
10252462778,No,No,No,Yes,No
10252462814,Yes,No,No,No,No
10252462856,No,Yes,No,No,No
10252462993,Yes,No,No,No,No
10252463174,No,No,Yes,No,No
10252463207,No,No,Yes,No,No
10252463410,No,No,Yes,No,No
10252463638,No,No,Yes,No,No
10252465761,No,No,No,Yes,No
10252465876,No,No,No,Yes,No
10252467825,No,No,No,No,Yes
10252471845,No,No,Yes,No,No
10252472074,No,No,Yes,No,No
10252626222,Yes,No,No,No,No
10252626253,No,No,No,Yes,No
10252626316,No,No,No,No,Yes
10252628971,No,Yes,No,No,No
10252629702,No,No,No,Yes,No
10252630110,No,No,No,Yes,No
10252633462,No,No,No,No,Yes
10252633474,No,No,No,No,Yes
10252633486,No,Yes,No,No,No
10252633493,No,No,No,Yes,No
10252633496,No,No,No,Yes,No
10252633531,Yes,No,No,No,No
10252633550,No,No,No,Yes,No
10252633551,No,No,No,Yes,No
10252635506,No,Yes,No,No,No
10252635659,No,No,No,No,Yes
10252635737,No,No,No,Yes,No
10252637224,Yes,No,No,No,No
10252638684,No,No,No,Yes,No
10252639678,Yes,No,No,No,No
10252642591,No,Yes,No,No,No
10252642784,No,No,Yes,No,No
10252643061,No,Yes,No,No,No
10253063699,No,No,No,No,Yes
10253064169,No,Yes,No,No,No
10253065080,No,No,No,No,Yes
10253065775,No,Yes,No,No,No
10253066471,No,Yes,No,No,No
10253067587,No,No,No,Yes,No
10253067880,No,Yes,No,No,No
10253069471,No,No,No,Yes,No
10253070631,No,No,Yes,No,No
10253071104,No,Yes,No,No,No
10253071594,No,No,No,Yes,No
10253072258,Yes,No,No,No,No
10253073458,No,No,Yes,No,No
10253073459,Yes,No,No,No,No
10253073485,No,Yes,No,No,No
10253073552,Yes,No,No,No,No
10253073620,No,Yes,No,No,No
10253073628,Yes,No,No,No,No
10253073644,No,No,No,No,Yes
10253073646,No,Yes,No,No,No
10253073647,No,No,No,Yes,No
10253073649,Yes,No,No,No,No
10253073650,No,No,No,No,Yes
10253073651,No,No,No,No,Yes
10253073652,No,No,Yes,No,No
10253073663,No,No,No,No,Yes
10253073664,No,No,No,No,Yes
10253073686,No,Yes,No,No,No
10253073688,No,Yes,No,No,No
10253073711,No,No,No,Yes,No
10253073752,No,Yes,No,No,No
10253073754,No,No,Yes,No,No
10253073919,Yes,No,No,No,No
10253074134,No,No,Yes,No,No
10253074337,No,No,No,No,Yes
10253074879,No,No,No,No,Yes
10253075239,No,No,No,No,Yes
10253075738,Yes,No,No,No,No
10253075852,Yes,No,No,No,No
10253075878,No,Yes,No,No,No
10253076338,Yes,No,No,No,No
10253076862,No,No,No,Yes,No
10253077076,Yes,No,No,No,No
10253077421,No,No,Yes,No,No
10253078231,Yes,No,No,No,No
10253078628,No,No,No,Yes,No
10253079024,No,Yes,No,No,No
10253079420,No,Yes,No,No,No
10253079876,Yes,No,No,No,No
10253080000,Yes,No,No,No,No
10253080322,No,No,No,Yes,No
10253081676,No,Yes,No,No,No
10253081745,No,Yes,No,No,No
10253082224,No,No,No,No,Yes
10253083299,No,No,No,Yes,No
10253325485,No,No,No,No,Yes
10253327462,No,No,No,No,Yes
10254114387,Yes,No,No,No,No
10254114392,No,No,No,No,Yes
10254115519,No,No,Yes,No,No
10254115734,No,Yes,No,No,No
10254116839,No,No,Yes,No,No
10254116897,No,No,No,Yes,No
10254116905,Yes,No,No,No,No
10254118001,Yes,No,No,No,No
10254118111,No,No,No,Yes,No
10254118142,No,No,No,Yes,No
10254118463,No,No,No,No,Yes
10254118488,No,No,No,No,Yes
10254118689,No,Yes,No,No,No
10254118833,No,Yes,No,No,No
10254118837,No,No,No,Yes,No
10254118840,No,No,No,Yes,No
10254119141,No,No,No,Yes,No
10254119846,No,No,Yes,No,No
10254120089,No,No,No,No,Yes
10254120299,No,No,Yes,No,No
10254120356,No,Yes,No,No,No
10254120601,No,No,No,No,Yes
10254120679,No,Yes,No,No,No
10254120814,No,Yes,No,No,No
10254120926,Yes,No,No,No,No
10254120977,No,Yes,No,No,No
10254121143,No,No,No,No,Yes
10254121409,No,Yes,No,No,No
10254121517,No,No,No,Yes,No
10254121584,No,No,Yes,No,No
10254121665,No,No,Yes,No,No
10254121755,No,Yes,No,No,No
10254121789,No,Yes,No,No,No
10254121822,No,Yes,No,No,No
10254121893,No,No,No,Yes,No
10254121930,No,Yes,No,No,No
10254121971,Yes,No,No,No,No
10254122047,No,No,No,No,Yes
10254122072,No,No,No,No,Yes
10254122088,No,No,No,Yes,No
10254122228,No,No,Yes,No,No
10254122682,Yes,No,No,No,No
10254122746,Yes,No,No,No,No
10254122841,No,No,No,No,Yes
10254123155,No,No,Yes,No,No
10254123464,No,Yes,No,No,No
10254123572,No,Yes,No,No,No
10254123575,No,Yes,No,No,No
10254123589,No,Yes,No,No,No
10254123592,No,No,No,No,Yes
10254123601,No,No,No,No,Yes
10254123605,No,No,No,No,Yes
10254123610,No,No,Yes,No,No
10254123620,No,No,Yes,No,No
10254123625,Yes,No,No,No,No
10254123634,Yes,No,No,No,No
10254123636,No,Yes,No,No,No
10254123638,No,No,No,No,Yes
10254123651,No,Yes,No,No,No
10254123661,No,No,No,Yes,No
10254123708,No,No,Yes,No,No
10254123726,Yes,No,No,No,No
10254123729,Yes,No,No,No,No
10254123833,Yes,No,No,No,No
10254123869,No,No,No,Yes,No
10254123887,Yes,No,No,No,No
10254123974,Yes,No,No,No,No
10254124008,No,No,No,No,Yes
10254124023,No,No,No,No,Yes
10254124120,No,No,Yes,No,No
10254124127,No,No,Yes,No,No
10254124183,Yes,No,No,No,No
10254124207,No,No,Yes,No,No
10254124266,No,No,No,No,Yes
10254124282,No,No,No,No,Yes
10254124294,No,No,No,No,Yes
10254124426,Yes,No,No,No,No
10254124479,Yes,No,No,No,No
10254124524,No,Yes,No,No,No
10254124531,No,Yes,No,No,No
10254124642,No,No,No,Yes,No
10254124679,Yes,No,No,No,No
10254124681,No,No,No,Yes,No
10254124724,No,No,No,No,Yes
10254124760,No,Yes,No,No,No
10254124792,No,No,Yes,No,No
10254124918,No,No,No,Yes,No
10254125011,No,No,No,No,Yes
10254125022,No,No,No,Yes,No
10254125062,No,Yes,No,No,No
10254125110,No,No,No,No,Yes
10254125175,No,No,No,Yes,No
10254125186,No,Yes,No,No,No
10254125207,No,Yes,No,No,No
10254125237,No,No,No,Yes,No
10254125251,No,No,Yes,No,No
10254125341,No,No,Yes,No,No
10254125346,No,Yes,No,No,No
10254125382,No,No,No,Yes,No
10254125518,No,No,Yes,No,No
10254125680,Yes,No,No,No,No
10254125709,No,No,Yes,No,No
10254125796,No,No,No,Yes,No
10254125858,No,No,No,No,Yes
10254125878,No,No,No,No,Yes
10254125895,No,No,No,Yes,No
10254125899,No,No,No,Yes,No
10254125922,No,No,No,Yes,No
10254125943,No,Yes,No,No,No
10254125969,No,No,Yes,No,No
10254126026,Yes,No,No,No,No
10254126071,No,No,No,Yes,No
10254126145,No,Yes,No,No,No
10254126244,No,Yes,No,No,No
10254126250,No,No,No,No,Yes
10254126261,No,No,No,Yes,No
10254126268,No,No,No,No,Yes
10254126340,Yes,No,No,No,No
10254126346,No,Yes,No,No,No
10254126348,No,No,No,Yes,No
10254126358,No,Yes,No,No,No
10254126422,No,No,No,Yes,No
10254126493,No,Yes,No,No,No
10254126500,Yes,No,No,No,No
10254126505,No,No,Yes,No,No
10254126532,No,No,Yes,No,No
10254126557,Yes,No,No,No,No
10254126577,No,No,No,Yes,No
10254126603,No,No,No,Yes,No
10254126671,No,Yes,No,No,No
10254126709,No,No,No,No,Yes
10254126813,No,No,No,No,Yes
10254126822,No,No,Yes,No,No
10254126927,No,No,No,Yes,No
10254126970,No,Yes,No,No,No
10254127031,No,No,No,Yes,No
10254127035,No,Yes,No,No,No
10254127048,No,No,Yes,No,No
10254127066,Yes,No,No,No,No
10254127123,Yes,No,No,No,No
10254127125,Yes,No,No,No,No
10254127180,No,No,No,Yes,No
10254127225,Yes,No,No,No,No
10254127281,No,No,Yes,No,No
10254127310,No,No,Yes,No,No
10254127374,No,No,Yes,No,No
10254127440,No,No,No,Yes,No
10254127584,No,Yes,No,No,No
10254127585,Yes,No,No,No,No
10254127621,No,No,Yes,No,No
10254127632,No,Yes,No,No,No
10254127635,No,Yes,No,No,No
10254127638,No,No,Yes,No,No
10254127640,No,No,No,Yes,No
10254127645,Yes,No,No,No,No
10254127663,No,No,No,No,Yes
10254127741,No,No,No,No,Yes
10254127752,No,No,Yes,No,No
10254127760,No,Yes,No,No,No
10254127772,No,No,Yes,No,No
10254127790,No,No,No,Yes,No
10254127793,No,No,No,No,Yes
10254127811,No,Yes,No,No,No
10254127901,No,Yes,No,No,No
10254127936,No,No,Yes,No,No
10254127983,No,No,No,Yes,No
10254128054,No,No,No,Yes,No
10254128082,No,No,No,No,Yes
10254128112,No,No,Yes,No,No
10254128134,No,No,No,Yes,No
10254128138,No,Yes,No,No,No
10254128153,Yes,No,No,No,No
10254128167,Yes,No,No,No,No
10254128174,No,No,No,Yes,No
10254128196,No,No,Yes,No,No
10254128271,No,No,No,Yes,No
10254128377,Yes,No,No,No,No
10254128461,No,No,No,Yes,No
10254128489,No,No,No,No,Yes
10254128598,No,Yes,No,No,No
10254128619,No,No,No,No,Yes
10254128622,Yes,No,No,No,No
10254128645,No,No,Yes,No,No
10254128700,No,No,Yes,No,No
10254128721,No,No,No,Yes,No
10254128757,No,No,Yes,No,No
10254128762,Yes,No,No,No,No
10254128798,No,No,No,Yes,No
10254128829,No,No,No,Yes,No
10254128836,No,No,Yes,No,No
10254128861,No,Yes,No,No,No
10254129001,No,No,No,Yes,No
10254129031,No,No,No,Yes,No
10254129039,Yes,No,No,No,No
10254129053,No,No,No,No,Yes
10254129054,Yes,No,No,No,No
10254129215,No,No,No,No,Yes
10254129287,Yes,No,No,No,No
10254129306,No,Yes,No,No,No
10254129589,Yes,No,No,No,No
10254129632,No,No,No,No,Yes
10254129662,No,No,No,Yes,No
10254129665,No,Yes,No,No,No
10254129713,No,No,Yes,No,No
10254129723,No,No,No,No,Yes
10254129733,No,No,Yes,No,No
10254129761,No,No,Yes,No,No
10254129792,No,No,No,Yes,No
10254129931,No,Yes,No,No,No
10254130064,No,No,No,Yes,No
10254130070,No,No,No,Yes,No
10254130071,Yes,No,No,No,No
10254130073,No,No,No,Yes,No
10254130074,No,No,No,No,Yes
10254130237,No,Yes,No,No,No
10254130311,No,No,Yes,No,No
10254130354,Yes,No,No,No,No
10254130392,Yes,No,No,No,No
10254130424,No,Yes,No,No,No
10254130469,No,No,No,Yes,No
10254130481,No,No,Yes,No,No
10254130537,No,Yes,No,No,No
10254130586,No,No,No,No,Yes
10254130667,No,No,No,No,Yes
10254130705,No,Yes,No,No,No
10254130742,No,No,No,No,Yes
10254130759,No,No,No,Yes,No
10254130832,No,No,Yes,No,No
10254130946,Yes,No,No,No,No
10254130958,Yes,No,No,No,No
10254130976,No,No,Yes,No,No
10254130986,Yes,No,No,No,No
10254131012,Yes,No,No,No,No
10254131044,No,Yes,No,No,No
10254131194,No,No,No,No,Yes
10254131206,No,No,No,No,Yes
10254131211,No,No,No,Yes,No
10254131308,Yes,No,No,No,No
10254131313,Yes,No,No,No,No
10254131432,No,No,No,Yes,No
10254131440,No,No,No,No,Yes
10254131665,No,Yes,No,No,No
10254131684,Yes,No,No,No,No
10254131698,No,Yes,No,No,No
10254131710,No,No,No,No,Yes
10254131886,No,No,No,Yes,No
10254131970,No,Yes,No,No,No
10254131989,No,No,Yes,No,No
10254132016,Yes,No,No,No,No
10254132031,Yes,No,No,No,No
10254132128,No,No,Yes,No,No
10254132187,No,No,No,No,Yes
10254132242,No,Yes,No,No,No
10254132300,No,No,Yes,No,No
10254132312,No,No,No,No,Yes
10254132466,No,No,No,Yes,No
10254132630,No,No,No,Yes,No
10254132708,No,No,No,No,Yes
10254132723,No,Yes,No,No,No
10254132777,No,No,No,Yes,No
10254132850,Yes,No,No,No,No
10254132882,No,No,No,Yes,No
10254133040,No,Yes,No,No,No
10254133057,No,No,No,No,Yes
10254133104,No,No,No,No,Yes
10254133130,No,No,No,No,Yes
10254133133,No,Yes,No,No,No
10254133158,No,Yes,No,No,No
10254133232,No,No,Yes,No,No
10254133238,No,No,No,Yes,No
10254133377,No,Yes,No,No,No
10254133383,No,No,No,Yes,No
10254133400,Yes,No,No,No,No
10254133484,Yes,No,No,No,No
10254133506,Yes,No,No,No,No
10254133613,Yes,No,No,No,No
10254133651,Yes,No,No,No,No
10254133784,No,No,Yes,No,No
10254133785,Yes,No,No,No,No
10254133790,No,No,Yes,No,No
10254133900,Yes,No,No,No,No
10254134093,No,No,No,Yes,No
10254134148,No,No,No,No,Yes
10254134194,No,No,No,No,Yes
10254134209,No,No,Yes,No,No
10254134217,No,No,No,No,Yes
10254134310,Yes,No,No,No,No
10254134335,No,No,No,No,Yes
10254134343,No,No,No,No,Yes
10254134375,No,No,No,No,Yes
10254134377,Yes,No,No,No,No
10254134391,No,Yes,No,No,No
10254134462,Yes,No,No,No,No
10254134506,No,No,Yes,No,No
10254134517,Yes,No,No,No,No
10254134535,No,No,No,No,Yes
10254134621,No,No,Yes,No,No
10254134673,No,No,No,No,Yes
10254134679,No,No,No,Yes,No
10254134722,Yes,No,No,No,No
10254134763,No,No,Yes,No,No
10254134916,No,No,No,No,Yes
10254134985,Yes,No,No,No,No
10254134995,No,No,No,Yes,No
10254135016,No,Yes,No,No,No
10254135155,No,No,No,Yes,No
10254135271,No,No,No,Yes,No
10254135393,No,No,Yes,No,No
10254135595,No,No,No,No,Yes
10254135608,No,No,No,No,Yes
10254135620,No,No,No,Yes,No
10254135702,No,No,No,Yes,No
10254135712,Yes,No,No,No,No
10254135731,No,No,Yes,No,No
10254135750,No,Yes,No,No,No
10254135799,No,No,No,No,Yes
10254136065,No,No,No,Yes,No
10254136072,Yes,No,No,No,No
10254136195,No,No,No,No,Yes
10254136211,No,Yes,No,No,No
10254136294,No,No,No,Yes,No
10254136352,No,Yes,No,No,No
10254136375,No,Yes,No,No,No
10254136441,No,Yes,No,No,No
10254136497,No,No,No,No,Yes
10254136607,No,Yes,No,No,No
10254136680,No,No,No,No,Yes
10254136697,No,No,Yes,No,No
10254136739,Yes,No,No,No,No
10254136740,No,No,Yes,No,No
10254136742,No,Yes,No,No,No
10254136802,No,Yes,No,No,No
10254137030,Yes,No,No,No,No
10254137129,No,No,Yes,No,No
10254137217,Yes,No,No,No,No
10254137334,No,No,Yes,No,No
10254137385,No,No,No,No,Yes
10254137416,No,Yes,No,No,No
10254137445,No,No,No,Yes,No
10254137448,No,Yes,No,No,No
10254137450,Yes,No,No,No,No
10254137457,No,No,Yes,No,No
10254137460,No,No,No,No,Yes
10254137482,Yes,No,No,No,No
10254137723,Yes,No,No,No,No
10254137879,No,No,No,Yes,No
10254138026,Yes,No,No,No,No
10254138159,Yes,No,No,No,No
10254138233,No,Yes,No,No,No
10254138274,Yes,No,No,No,No
10254138287,Yes,No,No,No,No
10254138423,No,No,Yes,No,No
10254138521,Yes,No,No,No,No
10254138613,No,No,Yes,No,No
10254138685,No,No,No,No,Yes
10254138874,Yes,No,No,No,No
10254138892,No,No,No,No,Yes
10254138987,No,No,No,Yes,No
10254139141,No,No,Yes,No,No
10254139160,Yes,No,No,No,No
10254139170,Yes,No,No,No,No
10254139188,No,Yes,No,No,No
10254139193,No,No,Yes,No,No
10254139194,No,No,No,No,Yes
10254139221,No,Yes,No,No,No
10254139375,No,Yes,No,No,No
10254139547,No,No,No,Yes,No
10254139572,No,No,No,No,Yes
10254139671,No,Yes,No,No,No
10254139771,No,No,Yes,No,No
10254139833,No,No,Yes,No,No
10254140214,No,No,Yes,No,No
10254140235,Yes,No,No,No,No
10254140580,Yes,No,No,No,No
10254140676,Yes,No,No,No,No
10254140820,No,No,Yes,No,No
10254140897,No,No,No,No,Yes
10254140920,No,No,No,Yes,No
10254140925,No,No,No,No,Yes
10254141017,No,Yes,No,No,No
10254141024,No,No,No,No,Yes
10254141214,No,No,Yes,No,No
10254141223,No,No,No,No,Yes
10254141436,No,No,Yes,No,No
10254141549,No,No,No,No,Yes
10254141597,Yes,No,No,No,No
10254141839,No,No,Yes,No,No
10254142113,No,No,Yes,No,No
10254142212,No,No,No,No,Yes
10254142361,Yes,No,No,No,No
10254142485,No,No,Yes,No,No
10254142550,No,Yes,No,No,No
10254142592,Yes,No,No,No,No
10254142598,No,No,Yes,No,No
10254142619,No,No,No,Yes,No
10254142723,No,No,No,Yes,No
10254142731,No,No,No,No,Yes
10254142763,No,No,Yes,No,No
10254142813,No,No,No,No,Yes
10254142822,No,No,No,No,Yes
10254143068,Yes,No,No,No,No
10254143076,Yes,No,No,No,No
10254143099,No,Yes,No,No,No
10254143157,No,No,No,No,Yes
10254143472,No,No,No,No,Yes
10254143653,No,Yes,No,No,No
10254143999,No,No,No,No,Yes
10254144186,No,Yes,No,No,No
10254144217,No,Yes,No,No,No
10254144455,No,No,No,Yes,No
10254144604,Yes,No,No,No,No
10254144955,No,No,Yes,No,No
10254145065,Yes,No,No,No,No
10254145138,No,No,No,No,Yes
10254145178,No,No,No,No,Yes
10254145180,Yes,No,No,No,No
10254145363,No,Yes,No,No,No
10254145454,No,No,Yes,No,No
10254145605,No,Yes,No,No,No
10254145720,Yes,No,No,No,No
10254145938,No,No,No,Yes,No
10254146060,No,No,Yes,No,No
10254146111,No,Yes,No,No,No
10254146268,No,Yes,No,No,No
10254146605,No,No,No,Yes,No
10254146616,No,No,No,No,Yes
10254146641,No,No,No,No,Yes
10254146740,Yes,No,No,No,No
10254146780,Yes,No,No,No,No
10254146886,No,No,Yes,No,No
10254146905,No,No,No,Yes,No
10254146995,Yes,No,No,No,No
10254147036,No,No,No,No,Yes
10254147121,Yes,No,No,No,No
10254147146,Yes,No,No,No,No
10254147220,No,Yes,No,No,No
10254147313,No,No,No,Yes,No
10254147434,No,No,No,Yes,No
10254147599,Yes,No,No,No,No
10254147973,Yes,No,No,No,No
10254147997,Yes,No,No,No,No
10254148044,No,Yes,No,No,No
10254148256,Yes,No,No,No,No
10254148296,Yes,No,No,No,No
10254148390,No,No,Yes,No,No
10254148484,No,Yes,No,No,No
10254148532,No,Yes,No,No,No
10254148679,No,No,Yes,No,No
10254148850,No,No,Yes,No,No
10254148886,No,No,Yes,No,No
10254149342,No,No,No,Yes,No
10254149370,No,No,No,Yes,No
10254149576,No,Yes,No,No,No
10254149587,No,No,No,No,Yes
10254149704,No,No,No,No,Yes
10254149811,No,No,No,No,Yes
10254149859,Yes,No,No,No,No
10254150368,No,No,No,No,Yes
10254150381,No,No,No,Yes,No
10254150419,No,No,No,No,Yes
10254150670,Yes,No,No,No,No
10254151044,No,Yes,No,No,No
10254151086,No,No,No,No,Yes
10254151133,No,No,Yes,No,No
10254151204,No,Yes,No,No,No
10254151530,No,Yes,No,No,No
10254151701,Yes,No,No,No,No
10254151759,Yes,No,No,No,No
10254151887,Yes,No,No,No,No
10254152284,No,No,No,No,Yes
10254152294,No,Yes,No,No,No
10254152455,No,No,Yes,No,No
10254152700,No,No,Yes,No,No
10254152896,No,No,No,Yes,No
10254152939,No,No,No,No,Yes
10254152970,No,No,No,Yes,No
10254153189,No,No,No,No,Yes
10254153279,No,Yes,No,No,No
10254153548,No,No,No,Yes,No
10254153605,Yes,No,No,No,No
10254153702,No,No,No,No,Yes
10254154074,No,No,No,Yes,No
10254154220,No,No,Yes,No,No
10254154453,No,No,No,No,Yes
10254154546,No,Yes,No,No,No
10254154663,No,Yes,No,No,No
10254154753,Yes,No,No,No,No
10254155326,Yes,No,No,No,No
10254155390,No,No,No,No,Yes
10254155539,No,Yes,No,No,No
10254155656,No,Yes,No,No,No
10254155753,No,No,No,No,Yes
10254155839,Yes,No,No,No,No
10254155900,No,No,Yes,No,No
10254156690,No,Yes,No,No,No
10254156724,No,Yes,No,No,No
10254156819,No,Yes,No,No,No
10254156861,No,No,No,No,Yes
10254156876,Yes,No,No,No,No
10254157057,No,Yes,No,No,No
10254157272,No,Yes,No,No,No
10254157336,No,No,No,No,Yes
10254157496,No,Yes,No,No,No
10254157535,No,No,No,Yes,No
10254157873,No,No,Yes,No,No
10254157969,No,Yes,No,No,No
10254158178,No,No,No,No,Yes
10254158195,No,No,No,No,Yes
10254158336,No,No,No,Yes,No
10254158655,Yes,No,No,No,No
10254158690,No,No,No,Yes,No
10254158766,No,No,No,No,Yes
10254159282,No,No,Yes,No,No
10254159295,No,No,No,No,Yes
10254159533,No,No,Yes,No,No
10254159573,Yes,No,No,No,No
10254159617,No,No,No,Yes,No
10254159633,Yes,No,No,No,No
10254159695,No,No,No,Yes,No
10254159923,No,No,No,Yes,No
10254159933,No,Yes,No,No,No
10254159980,No,No,Yes,No,No
10254159981,No,No,No,Yes,No
10254160084,No,No,No,Yes,No
10254160123,No,No,No,No,Yes
10254160142,No,No,Yes,No,No
10254160292,No,No,Yes,No,No
10254160326,No,No,No,Yes,No
10254160696,No,No,Yes,No,No
10254160776,No,No,Yes,No,No
10254160859,No,No,No,No,Yes
10254161118,No,No,No,Yes,No
10254161202,No,No,No,Yes,No
10254161293,No,No,Yes,No,No
10254161329,No,No,Yes,No,No
10254162180,No,No,No,No,Yes
10254162377,No,Yes,No,No,No
10254162602,No,Yes,No,No,No
10254162605,Yes,No,No,No,No
10254162627,No,Yes,No,No,No
10254162789,No,No,Yes,No,No
10254162971,No,No,No,No,Yes
10254162972,No,No,Yes,No,No
10254162984,Yes,No,No,No,No
10254163001,No,No,No,Yes,No
10254163003,No,Yes,No,No,No
10254163021,No,No,No,No,Yes
10254163031,No,No,No,Yes,No
10254163035,No,No,No,No,Yes
10254163037,Yes,No,No,No,No
10254163040,No,No,No,No,Yes
10254163060,No,No,No,Yes,No
10254163061,Yes,No,No,No,No
10254163065,No,No,No,No,Yes
10254163079,No,No,Yes,No,No
10254163083,No,No,No,Yes,No
10254163087,No,Yes,No,No,No
10254163100,Yes,No,No,No,No
10254163106,No,Yes,No,No,No
10254163149,No,No,No,No,Yes
10254163155,No,Yes,No,No,No
10254163289,No,No,No,No,Yes
10254163293,No,No,No,Yes,No
10254163329,No,No,Yes,No,No
10254163459,Yes,No,No,No,No
10254163574,No,No,No,Yes,No
10254163637,Yes,No,No,No,No
10254163684,No,No,No,Yes,No
10254163695,No,No,No,Yes,No
10254163971,No,No,No,No,Yes
10254163985,No,No,No,No,Yes
10254164056,No,No,No,Yes,No
10254164124,No,No,No,Yes,No
10254164217,No,No,No,Yes,No
10254164218,No,No,Yes,No,No
10254164261,Yes,No,No,No,No
10254164262,No,Yes,No,No,No
10254164282,Yes,No,No,No,No
10254164768,Yes,No,No,No,No
10254164834,No,No,Yes,No,No
10254164857,No,No,Yes,No,No
10254164917,No,No,No,Yes,No
10254165029,Yes,No,No,No,No
10254165059,Yes,No,No,No,No
10254165648,No,No,No,No,Yes
10254165672,No,No,No,No,Yes
10254165710,No,Yes,No,No,No
10254165713,No,No,No,Yes,No
10254165808,Yes,No,No,No,No
10254165863,No,No,Yes,No,No
10254165924,No,No,No,Yes,No
10254165925,No,No,Yes,No,No
10254166003,No,No,Yes,No,No
10254166091,Yes,No,No,No,No
10254166096,No,Yes,No,No,No
10254166199,No,No,No,No,Yes
10254166211,Yes,No,No,No,No
10254166213,Yes,No,No,No,No
10254166320,No,No,Yes,No,No
10254166330,No,No,No,Yes,No
10254166340,No,Yes,No,No,No
10254166376,No,Yes,No,No,No
10254166412,No,Yes,No,No,No
10254166414,No,No,No,Yes,No
10254166469,No,No,No,No,Yes
10254166488,Yes,No,No,No,No
10254166526,No,No,No,Yes,No
10254166696,No,Yes,No,No,No
10254166729,No,No,No,No,Yes
10254166780,No,Yes,No,No,No
10254166926,No,Yes,No,No,No
10254167339,No,No,Yes,No,No
10254167359,No,No,No,No,Yes
10254167366,No,Yes,No,No,No
10254167527,No,Yes,No,No,No
